"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","command","dropout_rate","learning_rate","method","metric.goal","metric.name","name","optimizer","parameters.batch_sizes","parameters.dropout_rate.distribution","parameters.dropout_rate.max","parameters.dropout_rate.min","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.optimizers","parameters.weight_decay.distribution","parameters.weight_decay.max","parameters.weight_decay.min","program","weight_decay","avg_loss","loss","test.accuracy","test.f1","test.precision","test.recall","test_accuracy","test_f1","test_precision","test_recall","train.avg_loss","train.loss","val.acc","val.f1","val.f1-score","val.loss","val.precision","val.recall"
"faithful-sweep-54","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T18:12:00.000Z","107","x0vipaj7","16","","0.18402029326935396","0.09051741930651096","","","","","SGD","","","","","","","","","","","","","0.00529465749612372","","","0.5572916666666666","0.3988642697881828","0.3105740017361111","0.5572916666666666","0.5572916666666666","0.3988642697881828","0.3105740017361111","0.5572916666666666","0.6943846970796586","","0.5","0.6666666666666666","","0.6934217235871724","1","0.5"
"sage-sweep-58","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T18:19:41.000Z","101","x0vipaj7","64","","0.41320873999529273","0.07364113562405085","","","","","SGD","","","","","","","","","","","","","0.003111464191484739","","","0.5572916666666666","0.3988642697881828","0.3105740017361111","0.5572916666666666","0.5572916666666666","0.3988642697881828","0.3105740017361111","0.5572916666666666","0.7013050094246864","","0.5","0.6666666666666666","","0.6932585920606341","1","0.5"
"unique-sweep-50","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T18:04:13.000Z","107","x0vipaj7","16","","0.40936846723906994","0.0905270791788598","","","","","SGD","","","","","","","","","","","","","0.0035260132471141344","","","0.5572916666666666","0.3988642697881828","0.3105740017361111","0.5572916666666666","0.5572916666666666","0.3988642697881828","0.3105740017361111","0.5572916666666666","0.6985332284122705","","0.5","0.6666666666666666","","0.6933805176189968","1","0.5"
"light-sweep-151","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T21:20:13.000Z","109","x0vipaj7","32","","0.1600716280049287","0.07353375270503813","","","","","RMSprop","","","","","","","","","","","","","0.0012831472703110735","","","0.5572916666666666","0.3988642697881828","0.3105740017361111","0.5572916666666666","0.5572916666666666","0.3988642697881828","0.3105740017361111","0.5572916666666666","27.20268717110157","","0.4508928571428571","0.6215384615384615","","21.277734211512975","1","0.4508928571428571"
"dry-sweep-4","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T16:35:27.000Z","108","x0vipaj7","32","","0.4617760593151928","0.08954163110550417","","","","","RMSprop","","","","","","","","","","","","","0.008977655990455417","","","0.5520833333333334","0.3927572706935123","0.3047960069444445","0.5520833333333334","0.5520833333333334","0.3927572706935123","0.3047960069444445","0.5520833333333334","19.73202012181282","","0.5022321428571429","0.6686478454680534","","43.24085508074079","1","0.5022321428571429"
"efficient-sweep-2","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T16:31:09.000Z","121","x0vipaj7","16","","0.13941484753798303","0.08889737758661324","","","","","AdamW","","","","","","","","","","","","","0.007837368306273969","","","0.5520833333333334","0.3927572706935123","0.3047960069444445","0.5520833333333334","0.5520833333333334","0.3927572706935123","0.3047960069444445","0.5520833333333334","4.2524249035865065","","0.5022321428571429","0.6686478454680534","","1.905887350440025","1","0.5022321428571429"
"classic-sweep-40","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T17:45:09.000Z","111","x0vipaj7","32","","0.27767699732709905","0.01683341995179412","","","","","AdamW","","","","","","","","","","","","","0.0031099498410376816","","","0.5520833333333334","0.3927572706935123","0.3047960069444445","0.5520833333333334","0.5520833333333334","0.3927572706935123","0.3047960069444445","0.5520833333333334","1.61969251036644","","0.5022321428571429","0.6686478454680534","","1.3884025258677346","1","0.5022321428571429"
"winter-sweep-130","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T20:40:06.000Z","110","x0vipaj7","32","","0.16338214605441906","0.040877566208610674","","","","","AdamW","","","","","","","","","","","","","0.0091799175360353","","","0.546875","0.386679292929293","0.299072265625","0.546875","0.546875","0.386679292929293","0.299072265625","0.546875","2.8981046743690966","","0.5044642857142857","0.6706231454005934","","6.286572967256818","1","0.5044642857142857"
"lunar-sweep-100","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T19:41:33.000Z","105","x0vipaj7","64","","0.2731108320851","0.07088739513113894","","","","","RMSprop","","","","","","","","","","","","","0.002618781272517231","","","0.546875","0.386679292929293","0.299072265625","0.546875","0.546875","0.386679292929293","0.299072265625","0.546875","28.215145111083984","","0.5044642857142857","0.6706231454005934","","22.86878422328404","1","0.5044642857142857"
"rural-sweep-94","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T19:28:47.000Z","117","x0vipaj7","16","","0.4792722806844495","0.022374240064605897","","","","","RMSprop","","","","","","","","","","","","","0.009679101073616489","","","0.546875","0.386679292929293","0.299072265625","0.546875","0.546875","0.386679292929293","0.299072265625","0.546875","5.088005886226893","","0.5044642857142857","0.6706231454005934","","1.1098772159644537","1","0.5044642857142857"
"devout-sweep-188","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T22:32:08.000Z","118","x0vipaj7","16","","0.46657755961069736","0.08302406231707594","","","","","RMSprop","","","","","","","","","","","","","0.008635066917215509","","","0.5416666666666666","0.38063063063063063","0.29340277777777773","0.5416666666666666","0.5416666666666666","0.38063063063063063","0.29340277777777773","0.5416666666666666","19.646630834043027","","0.5066964285714286","0.6725925925925926","","39.04120179585048","1","0.5066964285714286"
"scarlet-sweep-77","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T18:55:45.000Z","117","x0vipaj7","16","","0.4336694854089833","0.07368833867232864","","","","","RMSprop","","","","","","","","","","","","","0.0069167228470017805","","","0.5416666666666666","0.38063063063063063","0.29340277777777773","0.5416666666666666","0.5416666666666666","0.38063063063063063","0.29340277777777773","0.5416666666666666","18.877153515815735","","0.5066964285714286","0.6725925925925926","","23.501807621547155","1","0.5066964285714286"
"trim-sweep-85","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T19:11:05.000Z","111","x0vipaj7","32","","0.3683492982393079","0.03991941796999627","","","","","AdamW","","","","","","","","","","","","","0.001933654385070464","","","0.5416666666666666","0.38063063063063063","0.29340277777777773","0.5416666666666666","0.5416666666666666","0.38063063063063063","0.29340277777777773","0.5416666666666666","3.4849136769771576","","0.5066964285714286","0.6725925925925926","","1.933835778917585","1","0.5066964285714286"
"cool-sweep-133","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T20:45:55.000Z","109","x0vipaj7","32","","0.34782999938150044","0.08380802456993151","","","","","RMSprop","","","","","","","","","","","","","0.007549161908042865","","","0.5416666666666666","0.38063063063063063","0.29340277777777773","0.5416666666666666","0.5416666666666666","0.38063063063063063","0.29340277777777773","0.5416666666666666","22.125375175476073","","0.5066964285714286","0.6725925925925926","","31.899317605154856","1","0.5066964285714286"
"jumping-sweep-15","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T16:56:52.000Z","102","x0vipaj7","64","","0.4947658734610604","0.04307251405652743","","","","","RMSprop","","","","","","","","","","","","","0.006974620727475577","","","0.5364583333333334","0.37461158192090394","0.2877875434027778","0.5364583333333334","0.5364583333333334","0.37461158192090394","0.2877875434027778","0.5364583333333334","9.598612743616105","","0.5089285714285714","0.6745562130177515","","4.590077877044678","1","0.5089285714285714"
"avid-sweep-37","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T17:39:43.000Z","102","x0vipaj7","64","","0.4398422000665637","0.07039311848077312","","","","","RMSprop","","","","","","","","","","","","","0.008081060180520473","","","0.5364583333333334","0.37461158192090394","0.2877875434027778","0.5364583333333334","0.5364583333333334","0.37461158192090394","0.2877875434027778","0.5364583333333334","15.505708855390548","","0.5089285714285714","0.6745562130177515","","2.7067156859806607","1","0.5089285714285714"
"fresh-sweep-104","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T19:49:17.000Z","120","x0vipaj7","16","","0.4210599669211724","0.020548016536051407","","","","","RMSprop","","","","","","","","","","","","","0.004781036349438241","","","0.5364583333333334","0.37461158192090394","0.2877875434027778","0.5364583333333334","0.5364583333333334","0.37461158192090394","0.2877875434027778","0.5364583333333334","5.182773802056909","","0.5089285714285714","0.6745562130177515","","8.35310731615339","1","0.5089285714285714"
"smooth-sweep-176","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T22:09:00.000Z","109","x0vipaj7","32","","0.2194065254851174","0.03001593068540432","","","","","RMSprop","","","","","","","","","","","","","0.008102446242713491","","","0.53125","0.3686224489795918","0.2822265625","0.53125","0.53125","0.3686224489795918","0.2822265625","0.53125","10.586825014650822","","0.46205357142857145","0.6320610687022901","","7.160419566290719","1","0.46205357142857145"
"lucky-sweep-153","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T21:24:08.000Z","117","x0vipaj7","16","","0.10524252240763486","0.07996332698324772","","","","","RMSprop","","","","","","","","","","","","","0.009410718935184404","","","0.53125","0.3686224489795918","0.2822265625","0.53125","0.53125","0.3686224489795918","0.2822265625","0.53125","27.20574168562889","","0.5111607142857143","0.6765140324963073","","34.07341705049787","1","0.5111607142857143"
"gallant-sweep-158","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T21:33:55.000Z","117","x0vipaj7","16","","0.44223620291511234","0.04577309826844182","","","","","RMSprop","","","","","","","","","","","","","0.004630077943134703","","","0.53125","0.3686224489795918","0.2822265625","0.53125","0.53125","0.3686224489795918","0.2822265625","0.53125","11.524162183701993","","0.5111607142857143","0.6765140324963073","","8.149725369044713","1","0.5111607142857143"
"effortless-sweep-155","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T21:28:07.000Z","105","x0vipaj7","32","","0.26364799178142273","0.08361395714304327","","","","","SGD","","","","","","","","","","","","","0.00393305088288435","","","0.53125","0.3686224489795918","0.2822265625","0.53125","0.53125","0.3686224489795918","0.2822265625","0.53125","0.6955451585352421","","0.5111607142857143","0.6765140324963073","","0.6949080058506557","1","0.5111607142857143"
"revived-sweep-14","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T16:54:58.000Z","105","x0vipaj7","32","","0.2762272632610915","0.036751016848670555","","","","","SGD","","","","","","","","","","","","","0.0057624304664661815","","","0.53125","0.3686224489795918","0.2822265625","0.53125","0.53125","0.3686224489795918","0.2822265625","0.53125","0.6960249163210392","","0.5111607142857143","0.6765140324963073","","0.694965775523867","1","0.5111607142857143"
"laced-sweep-31","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T17:28:17.000Z","101","x0vipaj7","64","","0.3213865689153823","0.041758206947319826","","","","","SGD","","","","","","","","","","","","","0.002999748647518253","","","0.53125","0.3686224489795918","0.2822265625","0.53125","0.53125","0.3686224489795918","0.2822265625","0.53125","0.6921684712171554","","0.5111607142857143","0.6765140324963073","","0.7143954634666443","1","0.5111607142857143"
"curious-sweep-116","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T20:13:09.000Z","111","x0vipaj7","32","","0.4910913476130252","0.048582204784212366","","","","","AdamW","","","","","","","","","","","","","0.002661249684960917","","","0.53125","0.3686224489795918","0.2822265625","0.53125","0.53125","0.3686224489795918","0.2822265625","0.53125","3.816763196885586","","0.5111607142857143","0.6765140324963073","","0.7833029159477779","1","0.5111607142857143"
"blooming-sweep-140","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T20:59:29.000Z","118","x0vipaj7","16","","0.1863774378346363","0.09085152164371102","","","","","RMSprop","","","","","","","","","","","","","0.00575516336361096","","","0.5260416666666666","0.3626635381114904","0.2767198350694444","0.5260416666666666","0.5260416666666666","0.3626635381114904","0.2767198350694444","0.5260416666666666","29.054508022218943","","0.4642857142857143","0.6341463414634146","","9.828125596046448","1","0.4642857142857143"
"icy-sweep-179","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T22:14:48.000Z","108","x0vipaj7","16","","0.4037920533726317","0.09711480851403057","","","","","SGD","","","","","","","","","","","","","0.0077783025603511404","","","0.5260416666666666","0.3626635381114904","0.2767198350694444","0.5260416666666666","0.5260416666666666","0.3626635381114904","0.2767198350694444","0.5260416666666666","0.695559362694621","","0.4642857142857143","0.6341463414634146","","0.6952587578977857","1","0.4642857142857143"
"hearty-sweep-84","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T19:09:06.000Z","109","x0vipaj7","16","","0.38951259938473337","0.03697139052726639","","","","","SGD","","","","","","","","","","","","","0.003436922087651914","","","0.5260416666666666","0.3626635381114904","0.2767198350694444","0.5260416666666666","0.5260416666666666","0.3626635381114904","0.2767198350694444","0.5260416666666666","0.7079760540276766","","0.4642857142857143","0.6341463414634146","","0.7132473098380225","1","0.4642857142857143"
"blooming-sweep-186","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T22:28:15.000Z","108","x0vipaj7","32","","0.47598251371983225","0.09380502121964036","","","","","RMSprop","","","","","","","","","","","","","0.0017738427951574502","","","0.5260416666666666","0.3626635381114904","0.2767198350694444","0.5260416666666666","0.5260416666666666","0.3626635381114904","0.2767198350694444","0.5260416666666666","21.91885672211647","","0.5133928571428571","0.6784660766961652","","25.191113471984863","1","0.5133928571428571"
"worthy-sweep-32","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T17:30:06.000Z","108","x0vipaj7","32","","0.1163891307236264","0.032751916960814205","","","","","RMSprop","","","","","","","","","","","","","0.0011325204685989376","","","0.5260416666666666","0.3626635381114904","0.2767198350694444","0.5260416666666666","0.5260416666666666","0.3626635381114904","0.2767198350694444","0.5260416666666666","13.092012534290552","","0.4642857142857143","0.6341463414634146","","3.673355545316423","1","0.4642857142857143"
"sweet-sweep-162","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T21:41:54.000Z","103","x0vipaj7","64","","0.3284155469134893","0.08349373284833023","","","","","AdamW","","","","","","","","","","","","","0.005966645671824502","","","0.5260416666666666","0.3626635381114904","0.2767198350694444","0.5260416666666666","0.5260416666666666","0.3626635381114904","0.2767198350694444","0.5260416666666666","3.5076906859874724","","0.5133928571428571","0.6784660766961652","","0.69407890524183","1","0.5133928571428571"
"devout-sweep-168","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T21:53:21.000Z","119","x0vipaj7","16","","0.30927650154676445","0.08219015426867794","","","","","RMSprop","","","","","","","","","","","","","0.001993749133392666","","","0.5260416666666666","0.3626635381114904","0.2767198350694444","0.5260416666666666","0.5260416666666666","0.3626635381114904","0.2767198350694444","0.5260416666666666","26.887394221127032","","0.5133928571428571","0.6784660766961652","","37.3972658429827","1","0.5133928571428571"
"morning-sweep-123","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T20:26:43.000Z","105","x0vipaj7","32","","0.1694517015057696","0.0314364393074711","","","","","SGD","","","","","","","","","","","","","0.0022585744347186592","","","0.5260416666666666","0.3626635381114904","0.2767198350694444","0.5260416666666666","0.5260416666666666","0.3626635381114904","0.2767198350694444","0.5260416666666666","0.6955524578690528","","0.5133928571428571","0.6784660766961652","","0.692957375730787","1","0.5133928571428571"
"rosy-sweep-9","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T16:44:57.000Z","126","x0vipaj7","16","","0.3866490909739212","0.017894464701631675","","","","","AdamW","","","","","","","","","","","","","0.007191633041967883","","","0.5260416666666666","0.3626635381114904","0.2767198350694444","0.5260416666666666","0.5260416666666666","0.3626635381114904","0.2767198350694444","0.5260416666666666","1.8278972569853067","","0.5133928571428571","0.6784660766961652","","0.748961621097156","1","0.5133928571428571"
"serene-sweep-62","","finished","Binary propaganda classification with bert, including weight decay and dropout rate","","","2024-05-16T18:27:18.000Z","101","x0vipaj7","64","","0.3157545029652855","0.049954946530084005","","","","","SGD","","","","","","","","","","","","","0.004662547081454615","","","0.4739583333333333","0.3607096612229797","0.5874024136943131","0.4739583333333333","0.4739583333333333","0.3607096612229797","0.5874024136943131","0.4739583333333333","0.6966530352830886","","0.5290178571428571","0.6549710534205175","","0.6869859269687107","0.9540703074951952","0.5290178571428571"
